SaleID,price
150000,35927
150001,340
150002,4973
150003,10535
150004,637
150005,1781
150006,4566
150007,9540
150008,1867
150009,2120
150010,1352
150011,6103
150012,2362
150013,11767
150014,10632
150015,366
150016,584
150017,5365
150018,10478
150019,1342
150020,3736
150021,13195
150022,1458
150023,14745
150024,1656
150025,6146
150026,1306
150027,3860
150028,21831
150029,12686
150030,1458
150031,249
150032,3879
150033,2653
150034,2799
150035,7666
150036,1046
150037,3349
150038,25043
150039,1681
150040,10480
150041,4614
150042,12518
150043,25582
150044,6366
150045,2084
150046,2857
150047,45882
150048,1242
150049,32189
150050,5305
150051,7162
150052,906
150053,548
150054,14304
150055,4218
150056,919
150057,2431
150058,1149
150059,2154
150060,8991
150061,3129
150062,948
150063,11159
150064,20530
150065,9579
150066,12803
150067,3671
150068,840
150069,2694
150070,1776
150071,597
150072,939
150073,21664
150074,257
150075,1119
150076,1628
150077,5463
150078,2619
150079,3097
150080,2696
150081,8716
150082,15114
150083,462
150084,3866
150085,3527
150086,38016
150087,342
150088,2620
150089,3091
150090,986
150091,6746
150092,5505
150093,872
150094,10795
150095,150
150096,13568
150097,8735
150098,481
150099,392
150100,522
150101,4287
150102,1423
150103,2705
150104,4013
150105,988
150106,2054
150107,662
150108,7415
150109,2009
150110,2793
150111,9767
150112,10544
150113,1587
150114,889
150115,2022
150116,6203
150117,2994
150118,20765
150119,9906
150120,15227
150121,1577
150122,8312
150123,54
150124,13854
150125,4311
150126,2175
150127,14724
150128,31041
150129,2911
150130,3400
150131,930
150132,3896
150133,5977
150134,13450
150135,1274
150136,1485
150137,3119
150138,5261
150139,976
150140,1297
150141,2325
150142,8931
150143,5732
150144,868
150145,2088
150146,6928
150147,1384
150148,2340
150149,671
150150,3473
150151,7276
150152,701
150153,897
150154,19531
150155,2767
150156,346
150157,5219
150158,1374
150159,10354
150160,42150
150161,940
150162,798
150163,767
150164,4820
150165,3562
150166,5683
150167,2291
150168,4877
150169,1973
150170,3168
150171,3941
150172,1871
150173,6051
150174,2970
150175,670
150176,23180
150177,215
150178,1480
150179,3849
150180,810
150181,1202
150182,5482
150183,829
150184,726
150185,7887
150186,2396
150187,13427
150188,2686
150189,4965
150190,5520
150191,101
150192,1707
150193,3404
150194,13766
150195,783
150196,17929
150197,3414
150198,3665
150199,3189
150200,2339
150201,10208
150202,1944
150203,435
150204,3634
150205,1088
150206,12591
150207,1181
150208,1269
150209,1828
150210,6071
150211,7875
150212,10032
150213,1108
150214,4331
150215,128
150216,23459
150217,2411
150218,10996
150219,10883
150220,2511
150221,8499
150222,921
150223,2545
150224,638
150225,847
150226,4130
150227,692
150228,861
150229,832
150230,5032
150231,727
150232,9148
150233,1679
150234,899
150235,3030
150236,728
150237,1164
150238,449
150239,1027
150240,7901
150241,1692
150242,7213
150243,2313
150244,303
150245,2310
150246,2014
150247,2824
150248,810
150249,1365
150250,870
150251,860
150252,12106
150253,1252
150254,4241
150255,10251
150256,402
150257,6597
150258,8486
150259,1801
150260,9201
150261,2187
150262,677
150263,4377
150264,849
150265,1478
150266,492
150267,5352
150268,1392
150269,6161
150270,939
150271,4222
150272,27475
150273,23767
150274,698
150275,86
150276,1976
150277,10804
150278,38877
150279,7362
150280,3503
150281,985
150282,703
150283,23539
150284,4232
150285,7668
150286,16442
150287,814
150288,1885
150289,390
150290,5231
150291,21164
150292,9076
150293,3204
150294,12067
150295,970
150296,9649
150297,391
150298,3166
150299,199
150300,4367
150301,26767
150302,731
150303,3725
150304,946
150305,2240
150306,4433
150307,12748
150308,1402
150309,1532
150310,889
150311,9594
150312,7816
150313,7145
150314,456
150315,1384
150316,13377
150317,17024
150318,4390
150319,17438
150320,3459
150321,2093
150322,4215
150323,9340
150324,999
150325,1359
150326,482
150327,353
150328,2288
150329,7336
150330,9495
150331,215
150332,43183
150333,2838
150334,203
150335,7613
150336,724
150337,3362
150338,13109
150339,1786
150340,11622
150341,6209
150342,2587
150343,2509
150344,2489
150345,14690
150346,3713
150347,7472
150348,2478
150349,1002
150350,1815
150351,20813
150352,12299
150353,949
150354,1997
150355,11134
150356,1929
150357,734
150358,13722
150359,6101
150360,3801
150361,1557
150362,2275
150363,19196
150364,918
150365,11603
150366,6010
150367,22619
150368,1852
150369,1333
150370,846
150371,11033
150372,1844
150373,4692
150374,3370
150375,2410
150376,845
150377,3921
150378,10845
150379,2702
150380,4312
150381,5415
150382,12693
150383,3810
150384,3256
150385,1562
150386,4606
150387,5570
150388,5419
150389,601
150390,102
150391,1213
150392,1308
150393,1936
150394,1682
150395,2121
150396,2173
150397,6260
150398,17025
150399,658
150400,8276
150401,7253
150402,1098
150403,879
150404,6556
150405,6556
150406,4541
150407,1917
150408,9242
150409,16494
150410,10307
150411,3274
150412,2892
150413,4953
