SaleID,price
150000,39727
150001,340
150002,6457
150003,11729
150004,650
150005,2894
150006,4733
150007,9489
150008,2542
150009,2084
150010,1817
150011,6200
150012,2357
150013,12174
150014,11262
150015,400
150016,578
150017,5485
150018,10530
150019,1365
150020,5750
150021,13709
150022,1432
150023,15246
150024,1779
150025,6218
150026,1517
150027,3775
150028,22430
150029,14691
150030,1385
150031,240
150032,4031
150033,2658
150034,3371
150035,7580
150036,983
150037,3914
150038,26295
150039,1978
150040,13984
150041,5168
150042,16344
150043,26208
150044,6089
150045,1715
150046,2846
150047,44091
150048,1251
150049,36576
150050,5299
150051,9184
150052,885
150053,484
150054,14656
150055,4682
150056,934
150057,2736
150058,1069
150059,2162
150060,9169
150061,3266
150062,810
150063,11318
150064,20536
150065,10287
150066,12895
150067,3920
150068,816
150069,2652
150070,1771
150071,619
150072,927
150073,24247
150074,230
150075,1152
150076,2214
150077,5737
150078,2706
150079,3313
150080,2833
150081,8809
150082,15535
150083,458
150084,3733
150085,3485
150086,34108
150087,349
150088,2853
150089,2915
150090,1129
150091,6897
150092,5286
150093,905
150094,10739
150095,149
150096,15055
150097,9504
150098,503
150099,405
150100,509
150101,4280
150102,1373
150103,2605
150104,4173
150105,987
150106,2001
150107,624
150108,7539
150109,1953
150110,2792
150111,10770
150112,10535
150113,1658
150114,861
150115,2508
150116,6225
150117,2991
150118,22494
150119,9679
150120,14492
150121,1430
150122,6898
150123,42
150124,14191
150125,4430
150126,2275
150127,14964
150128,30748
150129,2830
150130,3731
150131,847
150132,3820
150133,5797
150134,14881
150135,1298
150136,1506
150137,3041
150138,7071
150139,965
150140,1354
150141,2734
150142,8983
150143,5525
150144,830
150145,2102
150146,6738
150147,2460
150148,2357
150149,683
150150,3621
150151,6842
150152,865
150153,901
150154,20357
150155,2729
150156,364
150157,4992
150158,1368
150159,8898
150160,44650
150161,930
150162,817
150163,775
150164,6563
150165,3543
150166,6475
150167,2680
150168,4876
150169,2356
150170,3269
150171,3839
