SaleID,price
150000,41241
150001,338
150002,5925
150003,12043
150004,653
150005,2256
150006,4781
150007,8826
150008,1927
150009,2115
150010,1261
150011,6511
150012,2337
150013,12028
150014,10773
150015,384
150016,589
150017,5815
150018,11275
150019,1343
150020,5584
150021,13795
150022,1439
150023,15357
150024,1760
150025,6229
150026,1210
150027,3891
150028,22821
150029,15984
150030,1342
150031,250
150032,3881
150033,2632
150034,3031
150035,7842
150036,992
150037,3770
150038,26742
150039,1788
150040,13844
150041,5290
150042,16710
150043,25722
150044,5992
150045,2140
150046,2765
150047,41439
150048,1229
150049,39438
150050,5252
150051,9124
150052,894
150053,412
150054,15591
150055,4583
150056,918
150057,2485
150058,1072
150059,2231
150060,9116
150061,3407
150062,813
150063,11054
150064,20701
150065,11209
150066,12987
150067,3903
150068,711
150069,2845
150070,1793
150071,600
150072,967
150073,23739
150074,259
150075,1144
150076,1588
150077,5544
150078,2681
150079,2017
150080,2876
150081,8511
150082,14974
150083,428
150084,3833
150085,3531
150086,34832
150087,354
150088,2886
150089,3009
150090,1227
150091,6661
150092,5565
150093,688
150094,10608
150095,150
150096,15463
150097,9851
150098,483
150099,383
150100,514
150101,4311
150102,1527
150103,2633
150104,4119
150105,992
150106,2158
150107,657
150108,7427
150109,1991
150110,2701
150111,10898
150112,10690
150113,1815
150114,802
150115,2433
150116,6030
150117,2976
150118,22746
150119,9776
150120,14473
150121,2321
150122,8139
150123,41
150124,14002
150125,4423
150126,2241
150127,15254
150128,34931
150129,2744
150130,3613
150131,952
150132,3915
150133,5909
150134,15588
150135,1297
150136,1531
150137,3084
150138,7947
150139,1002
150140,1348
150141,2386
150142,8837
150143,5706
150144,911
150145,2105
150146,6690
150147,1969
150148,2409
150149,659
150150,3486
150151,6877
150152,807
150153,893
150154,19585
150155,2808
150156,359
150157,5058
150158,1328
150159,11683
150160,41116
150161,938
150162,797
150163,772
150164,4497
150165,3384
150166,6688
150167,2201
150168,4770
150169,2417
150170,3301
150171,3627
150172,1979
150173,6251
150174,3506
150175,660
150176,22636
150177,206
150178,1547
150179,3489
150180,693
150181,1333
150182,5578
150183,918
150184,708
150185,9750
150186,2486
150187,18482
150188,2895
150189,4916
150190,5342
150191,95
150192,1788
150193,3946
150194,15984
150195,795
150196,18299
150197,3315
150198,3550
150199,2352
150200,2377
150201,10051
150202,1829
150203,432
150204,3709
150205,1113
150206,11811
150207,1348
150208,1291
150209,1811
150210,6279
150211,9762
150212,9431
150213,1127
150214,3886
150215,130
150216,25850
150217,2268
150218,10427
150219,10149
150220,2894
150221,8937
150222,893
150223,4229
