SaleID,price
150000,39463
150001,336
150002,6242
150003,11977
150004,641
150005,2084
150006,4768
150007,9349
150008,1743
150009,2207
150010,1491
150011,6418
150012,2388
150013,12034
150014,11243
150015,405
150016,603
150017,5923
150018,11109
150019,1371
150020,5271
150021,14230
150022,1429
150023,15542
150024,1781
150025,6241
150026,1214
150027,3933
150028,22828
150029,15668
150030,1342
150031,244
150032,3858
150033,2659
150034,3081
150035,7795
150036,1028
150037,3903
150038,26104
150039,1500
150040,14281
150041,4804
150042,16799
150043,25683
150044,5922
150045,2001
150046,2792
150047,46211
150048,1235
150049,37411
150050,5342
150051,9482
150052,882
150053,450
150054,15362
150055,4567
150056,929
150057,2441
150058,1078
150059,2214
150060,9146
150061,3276
150062,773
150063,11433
150064,20680
150065,10741
150066,12848
150067,3974
150068,767
150069,2811
150070,1817
150071,601
150072,972
150073,23548
150074,247
150075,1153
150076,1613
150077,5571
150078,2683
150079,2566
150080,2893
150081,8467
150082,14878
150083,439
150084,3704
150085,3487
150086,35922
150087,349
150088,2901
150089,2928
150090,1299
150091,6515
150092,5295
150093,759
150094,10675
150095,150
150096,15572
150097,9637
150098,491
150099,398
150100,537
150101,4285
150102,1576
150103,2577
150104,4166
150105,995
150106,1908
150107,640
150108,7449
150109,1942
150110,2677
150111,10875
150112,10603
150113,1575
150114,871
150115,2491
150116,6055
150117,3014
150118,22602
150119,9596
150120,14563
150121,2191
150122,7680
150123,50
150124,13782
150125,4522
150126,2207
150127,15512
150128,32658
150129,2745
150130,3675
150131,933
150132,3768
150133,5874
150134,15583
150135,1274
150136,1523
150137,3061
150138,7253
150139,1039
150140,1380
150141,1919
150142,8975
150143,5647
150144,867
150145,2051
150146,6677
150147,2085
150148,2369
150149,647
150150,3481
150151,7088
150152,817
150153,897
150154,19199
150155,2676
150156,348
150157,4966
150158,1401
150159,11250
150160,46647
150161,953
150162,797
150163,777
150164,4406
150165,3372
150166,7103
150167,2341
150168,4852
150169,2645
150170,3170
150171,3686
150172,1956
150173,6199
150174,3135
150175,655
150176,22845
150177,221
150178,1380
150179,3474
150180,673
150181,1531
150182,5575
150183,892
150184,722
150185,9469
150186,2537
150187,16614
150188,3030
150189,4952
150190,5247
150191,103
150192,1804
150193,4135
150194,16102
150195,790
150196,17896
150197,3321
150198,3445
150199,2999
150200,2324
150201,10463
150202,1821
150203,438
150204,3993
150205,1096
150206,12044
150207,1362
150208,1207
150209,1852
150210,6368
150211,8814
150212,9487
150213,1152
150214,4176
150215,130
150216,26006
150217,2320
150218,10774
150219,10772
150220,2837
150221,8994
150222,927
150223,3988
150224,655
150225,1009
150226,5322
150227,700
150228,844
150229,848
150230,5248
150231,703
150232,9453
150233,1652
150234,941
150235,3868
150236,763
150237,1223
150238,387
150239,1330
150240,7893
150241,1410
150242,7215
150243,2595
150244,301
150245,2213
150246,1812
150247,2661
150248,743
150249,2123
150250,879
150251,881
150252,17366
150253,1079
150254,4431
150255,10025
150256,361
150257,7464
150258,8349
150259,1771
150260,9620
150261,2128
150262,699
150263,4531
150264,862
150265,1486
150266,501
150267,5721
150268,1399
150269,6484
150270,987
150271,4606
150272,27303
150273,23676
150274,698
150275,88
150276,2057
150277,10254
150278,42947
150279,8080
150280,3579
150281,1007
150282,709
150283,22515
150284,4329
150285,6262
150286,18546
150287,766
150288,1782
150289,397
150290,5495
150291,22602
150292,9865
150293,3139
150294,12885
150295,981
150296,8375
150297,416
150298,2512
150299,193
150300,4243
150301,29401
150302,747
150303,3882
150304,1010
150305,2233
150306,4547
150307,12837
150308,1465
150309,1570
150310,894
150311,10370
150312,7293
150313,7110
150314,452
150315,1494
150316,20171
150317,18507
150318,4496
150319,17324
150320,3843
150321,2283
150322,4403
150323,9664
150324,958
