SaleID,price
150000,33255
150001,317
150002,6184
150003,11473
150004,653
150005,2118
150006,4731
150007,9487
150008,2199
150009,2140
150010,1887
150011,6553
150012,2544
150013,11409
150014,10441
150015,380
150016,552
150017,5721
150018,10874
150019,1332
150020,5039
150021,13628
150022,1448
150023,15988
150024,1640
150025,6218
150026,1365
150027,3938
150028,21420
150029,15868
150030,1335
150031,243
150032,3750
150033,2666
150034,2884
150035,7939
150036,1020
150037,3870
150038,25968
150039,1763
150040,15237
150041,5274
150042,14110
150043,25967
150044,5627
150045,2213
150046,2790
150047,46163
150048,1239
150049,38482
150050,5365
150051,9085
150052,897
150053,391
150054,14498
150055,4255
150056,916
150057,2612
150058,1157
150059,2198
150060,9136
150061,3371
150062,1093
150063,10978
150064,20889
150065,8455
150066,12712
150067,3760
150068,814
150069,2622
150070,1784
150071,601
150072,994
150073,23664
150074,267
150075,1147
150076,1652
150077,5534
150078,2659
150079,2910
150080,2912
150081,8692
150082,15236
150083,446
150084,3843
150085,3530
150086,35361
150087,355
150088,2974
150089,3014
150090,1019
150091,6434
150092,5512
150093,1024
150094,10829
150095,151
150096,15301
150097,9292
150098,479
150099,401
150100,514
150101,4339
150102,1654
150103,2691
150104,4091
150105,992
150106,2519
150107,613
150108,7389
150109,1983
150110,2653
150111,10467
150112,10631
150113,1700
150114,940
150115,2554
150116,6121
150117,3070
150118,24199
150119,9696
150120,14517
150121,1750
150122,7942
150123,48
150124,13723
150125,4395
150126,2166
150127,15744
150128,31406
150129,2767
150130,3533
150131,896
150132,3927
150133,5841
150134,15551
150135,1284
150136,1512
150137,3096
150138,7078
150139,984
150140,1343
150141,2127
150142,9000
150143,5625
150144,795
150145,2061
150146,6835
150147,1936
150148,2424
150149,644
150150,3539
150151,7327
150152,1009
150153,912
150154,19235
150155,2697
150156,351
150157,5073
150158,1411
150159,10065
150160,45362
150161,969
150162,821
150163,767
150164,4669
150165,3508
150166,6913
150167,2498
150168,5291
150169,2669
150170,3423
150171,3599
150172,1950
150173,6368
150174,2909
150175,643
150176,22550
150177,219
150178,1705
150179,3690
150180,793
150181,1336
150182,5813
150183,978
150184,693
150185,9185
150186,2478
150187,17810
150188,2726
150189,4975
150190,5538
150191,100
150192,1686
150193,4600
150194,16256
150195,752
150196,18335
150197,3412
150198,3660
150199,2411
150200,2281
150201,9615
150202,1879
150203,430
150204,3859
150205,1103
150206,12018
150207,1720
150208,1313
150209,1858
150210,6249
150211,9965
150212,10453
150213,1142
150214,3735
150215,125
150216,24865
150217,2394
150218,10771
150219,10890
150220,2670
150221,9439
150222,979
150223,4065
150224,628
150225,956
150226,5566
150227,707
150228,744
150229,870
150230,5260
150231,689
150232,9871
150233,1714
150234,969
150235,3628
150236,758
150237,1051
150238,410
150239,1226
150240,7993
150241,1675
150242,7106
150243,2518
150244,302
150245,2327
150246,2032
150247,2524
150248,845
150249,2118
150250,859
150251,880
150252,15663
150253,1081
150254,4474
150255,9899
150256,344
150257,7348
150258,8254
150259,1849
150260,9834
150261,2186
150262,664
150263,4363
150264,832
150265,1477
150266,497
150267,5711
150268,1321
150269,6516
150270,955
150271,4544
150272,26868
150273,23837
150274,708
150275,85
150276,1951
150277,10997
150278,40986
150279,7604
150280,3511
150281,990
150282,714
150283,22968
150284,4360
150285,6706
150286,18509
150287,746
150288,1955
150289,410
150290,5346
150291,22392
150292,9393
150293,3337
150294,12582
150295,961
150296,9353
150297,395
150298,3179
150299,191
150300,4775
150301,28469
150302,741
150303,3796
150304,990
150305,2387
150306,4536
150307,13089
150308,1462
150309,1576
150310,882
150311,11517
150312,8249
150313,7226
150314,454
150315,1517
150316,18318
150317,18985
150318,4201
150319,17796
150320,3816
150321,2430
150322,4404
150323,9274
150324,1006
150325,1353
150326,490
150327,340
150328,2322
150329,6991
150330,9123
150331,225
150332,56483
150333,2876
150334,199
150335,9485
150336,708
150337,3518
150338,13359
150339,3206
150340,12443
150341,7423
150342,3013
150343,2588
150344,3302
150345,14783
150346,3611
150347,7604
150348,2690
150349,1070
150350,1811
150351,23596
150352,12114
150353,967
150354,2809
150355,13393
150356,2007
150357,827
150358,13813
150359,5514
150360,3353
150361,1519
150362,1856
150363,18707
150364,885
150365,12122
150366,5863
150367,26054
150368,1849
150369,1296
150370,866
150371,11274
150372,1957
150373,4875
150374,3190
150375,2428
150376,849
150377,6312
150378,10901
150379,3010
150380,4308
150381,5601
150382,13578
150383,4359
150384,3809
150385,1562
150386,5350
150387,6575
150388,5355
150389,531
150390,98
150391,1188
150392,1338
150393,1922
150394,1624
150395,2114
150396,2257
150397,6152
150398,16486
150399,662
150400,8199
150401,7487
150402,1148
150403,973
150404,6509
150405,6711
150406,4270
150407,2033
150408,8281
150409,16690
150410,10127
150411,5149
150412,2971
150413,4540
150414,13670
150415,9830
150416,16622
150417,1487
150418,2144
150419,950
150420,9112
150421,4906
150422,18191
150423,798
150424,7600
150425,3164
150426,7797
150427,497
150428,14346
150429,5590
150430,2460
150431,1627
150432,643
150433,10042
150434,1742
150435,43637
150436,554
150437,598
150438,2078
150439,1210
150440,1423
150441,410
150442,3247
150443,3031
150444,13149
150445,19312
150446,11912
150447,120
150448,13471
150449,23048
150450,5692
150451,1267
150452,4527
150453,10605
150454,6582
150455,8511
150456,15752
150457,1503
150458,9903
150459,10814
150460,3375
150461,1522
150462,8046
150463,3637
150464,6738
150465,12064
150466,1924
150467,13377
150468,4208
150469,4443
150470,1331
150471,3968
150472,12573
150473,3467
150474,1408
150475,683
150476,929
150477,5051
150478,687
150479,1314
150480,4140
150481,1555
150482,1015
150483,2790
150484,1861
150485,1470
150486,976
150487,1152
150488,984
150489,950
150490,11629
150491,10164
150492,5312
150493,3985
150494,14463
150495,8786
150496,2353
150497,3949
150498,65432
150499,10964
150500,3710
150501,11932
150502,8050
150503,15402
150504,2433
150505,4248
150506,2607
150507,1376
150508,1183
150509,8480
150510,4227
150511,2440
150512,6807
150513,1001
150514,635
150515,1960
150516,890
150517,790
150518,1343
150519,5693
150520,5644
150521,9108
150522,15971
150523,21488
150524,3063
150525,11611
150526,700
150527,1058
150528,8041
150529,2757
150530,7915
150531,5437
150532,6463
150533,1475
150534,14149
150535,12386
150536,6161
150537,546
150538,2247
150539,10856
150540,13686
150541,8460
150542,1288
150543,10184
150544,7389
150545,897
150546,5097
150547,2417
150548,1961
150549,993
150550,3258
150551,28336
150552,6859
150553,1955
150554,8107
150555,3810
150556,21708
150557,6454
150558,2796
150559,4803
150560,2951
150561,2639
150562,1007
150563,7986
150564,14351
150565,1795
150566,3518
150567,1283
150568,1130
150569,7860
150570,1436
150571,12476
150572,2920
150573,8973
150574,12729
150575,850
150576,1513
150577,497
150578,14348
150579,191
150580,4091
150581,25146
150582,4297
150583,2018
150584,11658
150585,473
150586,12778
150587,3144
150588,615
150589,5753
150590,12673
150591,10871
150592,1491
150593,14025
150594,1912
150595,24378
150596,1125
150597,7506
150598,5312
150599,777
150600,8794
150601,1400
150602,19582
150603,10345
150604,2171
150605,2147
150606,5048
150607,4277
150608,1358
150609,893
150610,1523
150611,1804
150612,7979
150613,990
150614,29881
150615,547
150616,9126
150617,642
150618,1947
150619,13009
150620,3475
150621,6953
150622,9918
150623,9695
150624,380
150625,4948
150626,3080
150627,7043
150628,400
150629,1107
150630,4787
150631,16695
150632,1680
150633,6437
150634,6971
150635,2207
150636,6465
150637,549
150638,13614
150639,6413
150640,991
150641,20269
150642,9019
150643,4829
150644,23095
150645,25850
150646,11362
150647,2991
150648,5175
150649,10940
150650,3738
150651,1332
150652,27078
150653,447
150654,3416
150655,3499
150656,1010
150657,12942
150658,880
150659,8933
150660,1153
150661,353
150662,4271
150663,3032
150664,11715
150665,1002
150666,1517
150667,6272
150668,3818
150669,4626
150670,6186
150671,4062
150672,1644
150673,4454
150674,19267
150675,4593
150676,1187
150677,762
150678,2544
150679,3542
150680,2588
150681,27013
150682,2674
150683,7385
150684,1829
150685,981
150686,16518
150687,3361
150688,2002
150689,985
150690,774
150691,12837
150692,599
150693,5361
150694,4880
150695,5945
150696,1484
150697,2269
150698,31942
150699,1211
150700,24902
150701,780
150702,9251
150703,13198
150704,7148
150705,1084
150706,7856
150707,1789
150708,1125
150709,1709
150710,10319
150711,6479
150712,6481
150713,6984
150714,2114
150715,19708
150716,304
150717,44599
150718,9453
150719,4889
150720,5545
150721,3164
150722,2982
150723,3292
150724,1429
150725,883
150726,1584
150727,10196
150728,34093
150729,3626
150730,5808
150731,7841
150732,12575
150733,4024
150734,3245
150735,5694
150736,2797
150737,25235
150738,14075
150739,1503
150740,378
150741,5704
150742,347
150743,700
150744,1268
150745,860
150746,2443
150747,987
150748,10391
150749,1262
150750,1376
150751,4865
150752,75239
150753,9227
150754,1221
150755,1365
150756,10572
150757,24133
150758,70000
150759,314
150760,713
150761,3120
150762,650
150763,12777
150764,9831
150765,2462
150766,2226
150767,2040
150768,3348
150769,3495
150770,1125
150771,938
150772,19
150773,1861
150774,2931
150775,2865
150776,2055
150777,18347
150778,3016
150779,1467
150780,15054
150781,4717
150782,33156
150783,719
150784,2897
150785,12447
150786,7684
150787,1165
150788,22147
150789,2608
150790,2411
150791,8309
150792,1050
150793,2952
150794,6524
150795,3275
150796,8703
150797,3767
150798,1892
150799,7550
150800,1870
150801,9238
150802,771
150803,15393
150804,6630
150805,3515
150806,12487
150807,6443
150808,15531
150809,2187
150810,288
150811,986
150812,1419
150813,902
150814,1375
150815,952
150816,1835
150817,22760
150818,6798
150819,652
150820,9540
150821,6855
150822,7554
150823,1865
150824,2073
150825,3156
150826,2791
150827,13299
150828,13001
150829,5982
150830,2772
150831,1347
150832,8504
150833,4338
150834,9256
150835,4462
150836,12857
150837,419
150838,547
150839,6078
150840,6333
150841,1431
150842,758
150843,3038
150844,1875
150845,4757
150846,7543
150847,1302
150848,4586
150849,1337
150850,11993
150851,15324
150852,15280
150853,3041
150854,2514
150855,2741
150856,1379
150857,1241
150858,113
150859,10387
150860,1392
150861,1287
150862,996
150863,3022
150864,3354
150865,7375
150866,287
150867,23071
150868,5590
150869,2500
150870,980
150871,3378
150872,1630
150873,4006
150874,506
150875,2965
150876,1537
150877,709
150878,4687
150879,10990
150880,832
150881,146
150882,24504
150883,1193
150884,20286
150885,13615
150886,235
150887,7573
150888,1025
150889,2039
150890,4279
150891,3539
150892,1142
150893,1457
150894,8295
150895,912
150896,2842
150897,17769
150898,8451
150899,1907
150900,6361
150901,3056
150902,494
150903,32383
150904,1338
150905,2382
150906,8869
150907,928
150908,2733
150909,863
150910,686
150911,7154
150912,5428
150913,5936
150914,3793
150915,3830
150916,1978
150917,9472
150918,3621
150919,1535
150920,2402
150921,1043
150922,2745
150923,1679
150924,6026
150925,352
150926,2598
150927,3751
150928,21180
150929,3917
150930,15478
150931,7727
150932,487
150933,8506
150934,1855
150935,6052
150936,1064
150937,580
150938,1607
150939,4875
150940,7254
150941,5223
150942,5741
150943,1882
150944,9292
150945,3877
150946,1645
150947,4231
150948,4265
150949,76379
150950,9706
150951,7470
150952,2427
150953,2056
150954,4795
150955,8276
150956,2845
150957,10200
150958,817
150959,2318
150960,10725
150961,1970
150962,6880
150963,1575
150964,1254
150965,1228
150966,16012
150967,3981
150968,1887
150969,966
150970,1244
150971,2467
150972,4340
150973,9698
150974,7425
150975,10695
150976,221
150977,14017
150978,198
150979,350
150980,2647
150981,1572
150982,6177
150983,1768
150984,3515
150985,33219
150986,4125
150987,2970
150988,1623
150989,11541
150990,3041
150991,5718
150992,1195
150993,882
150994,1889
150995,3800
150996,911
150997,5218
150998,3828
150999,9676
151000,887
151001,115
151002,2353
151003,156
151004,3149
151005,895
151006,6939
151007,1585
151008,11804
151009,1036
151010,298
151011,4344
151012,487
151013,11972
151014,19927
151015,1713
151016,2205
151017,1798
151018,2442
151019,4897
151020,1877
151021,639
151022,702
151023,5626
151024,17793
151025,2567
151026,4999
151027,6757
151028,1705
151029,5757
151030,8156
151031,537
151032,682
151033,13927
151034,3382
151035,1922
151036,749
151037,562
151038,10636
151039,544
151040,15947
151041,1611
151042,117
151043,28
151044,3108
151045,351
151046,9794
151047,1028
151048,5604
151049,483
151050,2379
151051,17160
151052,2256
151053,3164
151054,3594
151055,570
151056,493
151057,6682
151058,1738
151059,14540
151060,3180
151061,1518
151062,3134
151063,7749
151064,5863
151065,450
151066,16591
151067,8232
151068,8047
151069,608
151070,3626
151071,10384
151072,1858
151073,1476
151074,789
151075,289
151076,870
151077,1479
151078,8480
151079,2536
151080,4262
151081,1193
151082,2521
151083,11795
151084,796
151085,1463
151086,3657
151087,27824
151088,1261
151089,1706
151090,5341
151091,101
151092,671
151093,11244
151094,17571
151095,5263
151096,1928
151097,6422
151098,693
151099,4525
151100,4218
151101,1477
151102,23081
151103,14850
151104,1481
151105,761
151106,1012
151107,20472
151108,1693
151109,1526
151110,2386
151111,208
151112,616
151113,6209
151114,399
151115,7439
151116,5663
151117,11135
151118,1268
151119,25297
151120,16014
151121,5067
151122,2362
151123,3309
151124,7054
151125,3180
151126,10702
151127,7690
151128,8040
151129,164
151130,9894
151131,6761
151132,4107
151133,2279
151134,8576
151135,12166
151136,3510
151137,1808
151138,22610
151139,7497
151140,5623
151141,1704
151142,5464
151143,1543
151144,1495
151145,11666
151146,6689
151147,6707
151148,766
151149,565
151150,3990
151151,2207
151152,3086
151153,385
151154,1511
151155,1140
151156,11809
151157,11649
151158,2171
151159,450
151160,311
151161,7783
151162,704
151163,2492
151164,252
151165,1488
151166,4941
151167,6521
151168,4445
151169,18410
151170,4951
151171,10049
151172,920
151173,1568
151174,2468
151175,793
151176,6751
151177,1689
151178,982
151179,4992
151180,12140
151181,6563
151182,891
151183,3881
151184,7780
151185,11876
151186,1215
151187,2070
151188,21856
151189,13798
151190,2177
151191,1354
151192,3412
151193,1475
151194,1344
151195,1510
151196,5475
151197,2041
151198,582
151199,6416
151200,7855
151201,1453
151202,633
151203,1840
151204,8479
151205,31841
151206,10748
151207,10697
151208,9985
151209,952
151210,938
151211,13905
151212,8475
151213,12626
151214,10471
151215,6663
151216,9000
151217,12023
151218,343
151219,7561
151220,1021
151221,2545
151222,1264
151223,24993
151224,18482
151225,989
151226,970
151227,9324
151228,3973
151229,392
151230,5811
151231,2324
151232,10290
151233,4710
151234,4287
151235,6566
151236,2096
151237,9008
151238,1874
151239,2025
151240,13971
151241,9116
151242,16960
151243,10776
151244,3842
151245,17536
151246,2818
151247,8629
151248,294
151249,3854
151250,2814
151251,1205
151252,1743
151253,3167
151254,357
151255,3219
151256,3252
151257,5044
151258,8841
151259,9392
151260,9041
151261,7037
151262,32321
151263,5753
151264,6352
151265,840
151266,2992
151267,654
151268,2857
151269,824
151270,1164
151271,1205
151272,3299
151273,152
151274,9242
151275,12252
151276,4428
151277,7731
151278,6560
151279,625
151280,189
151281,2124
151282,5825
151283,1145
151284,1146
151285,5375
151286,6868
151287,2161
151288,6213
151289,7815
151290,6380
151291,714
151292,14784
151293,1477
151294,8777
151295,909
151296,3387
151297,4020
151298,1166
151299,4487
151300,13802
151301,525
151302,8032
151303,731
151304,616
151305,2439
151306,8324
151307,3673
151308,3722
151309,2965
151310,557
151311,303
151312,3320
151313,618
151314,946
151315,340
151316,8279
151317,18021
151318,5966
151319,8007
151320,1781
151321,21145
151322,27935
151323,1699
151324,10143
151325,746
151326,1647
151327,2195
151328,403
151329,264
151330,2979
151331,4726
151332,1468
151333,25258
151334,3959
151335,13581
151336,8850
151337,3440
151338,9539
151339,5428
151340,8175
151341,3524
151342,1339
151343,13610
151344,1179
151345,3370
151346,13280
151347,3755
151348,2949
151349,1455
151350,1873
151351,1631
151352,1571
151353,2902
151354,2808
151355,1341
151356,18078
151357,1363
151358,4448
151359,13066
151360,16749
151361,3657
151362,14349
151363,2395
151364,1150
151365,4912
151366,1206
151367,17758
151368,1965
151369,8171
151370,2182
151371,2174
151372,2034
151373,1144
151374,9392
151375,9255
151376,1557
151377,7507
151378,3987
151379,7526
151380,16601
151381,4012
151382,10240
151383,20638
151384,3014
151385,2457
151386,892
151387,3857
151388,8517
151389,4022
151390,7283
151391,590
151392,697
151393,3143
151394,6563
151395,493
151396,8793
151397,5522
151398,7367
151399,7845
151400,2799
151401,1501
151402,1373
151403,4077
151404,4712
151405,27853
151406,2848
151407,6793
151408,9082
151409,724
151410,7407
151411,1985
151412,2343
151413,6359
151414,6944
151415,1433
151416,151
151417,8257
151418,690
151419,4323
151420,907
151421,1374
151422,6226
151423,2290
151424,700
151425,9222
151426,1404
151427,13723
151428,10160
151429,1793
151430,7168
151431,662
151432,5738
151433,4635
151434,1072
151435,1266
151436,2471
151437,1508
151438,693
151439,1286
151440,1403
151441,3920
151442,2311
151443,2163
151444,2672
151445,1380
151446,1866
151447,5404
151448,5254
151449,2712
151450,16247
151451,1548
151452,1451
151453,205
151454,202
151455,28426
151456,3779
151457,8136
151458,620
151459,1368
151460,5572
151461,4863
151462,1053
151463,1808
151464,6511
151465,8149
151466,2440
151467,256
151468,2480
151469,10563
151470,867
151471,4449
151472,4143
151473,7407
151474,21291
151475,13281
151476,1762
151477,6253
151478,9130
151479,1099
151480,490
151481,169
151482,1753
151483,21992
151484,1737
151485,953
151486,7014
151487,1001
151488,2079
151489,3390
151490,12216
151491,3855
151492,761
151493,4794
151494,76267
151495,3279
151496,2513
151497,15261
151498,12858
